feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
-21.5971,0.0,0.6466275659824048,0.0,0.648148148148148,5.0,0.8918640576725025,0.03535541834517,1.0,0.9141221374045801,0.8085106382978723,1.0,0.8349889624724061,0.053333333333333344
-13.3337,0.0,0.6466275659824048,0.0,0.47119341563786005,6.229,0.8764160659114315,0.07471196428084279,1.0,0.9141221374045801,0.8085106382978723,0.965757224267487,0.31401766004415005,0.3644444444444444
-0.12657999999999991,0.0,0.7008797653958944,1.0,1.0,5.012,0.8764160659114315,0.043703225454446264,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.8647939886025519,0.28669977924944806,0.2288888888888889
0.67018,0.0,0.7855571847507332,0.0,0.49176954732510286,5.822,0.9526261585993822,0.12187980248979258,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9792979978818902,0.36699779249448117,0.29777777777777775
0.95663,0.21,0.18988269794721407,0.0,0.1111111111111111,6.115,0.6189495365602472,0.5169729651083488,0.13043478260869565,0.10687022900763359,0.44680851063829796,0.9926118311563872,0.21247240618101543,0.34444444444444444
-8.51363,0.0,0.6466275659824048,0.0,0.6748971193415637,6.728,0.9392378990731204,0.12426229210050108,1.0,0.9141221374045801,0.8085106382978723,0.016037117353371325,0.4685430463576159,0.22
-24.9406,0.0,0.6466275659824048,0.0,0.6049382716049384,5.304,0.8877445932028836,0.04709509043457702,1.0,0.9141221374045801,0.8085106382978723,0.32033889757425993,0.6873620309050772,0.12000000000000001
-12.9134,0.0,0.6466275659824048,0.0,0.6748971193415637,6.208,0.9485066941297631,0.09935527284962126,1.0,0.9141221374045801,0.8085106382978723,0.2529376166221191,0.37086092715231783,0.14888888888888888
0.98035,0.8,0.04765395894428153,0.0,0.0,6.23,0.29454170957775494,0.7238039811219525,0.0,0.10305343511450382,0.5957446808510638,0.8605577689243029,0.30905077262693154,0.3355555555555556
-9.233,0.0,0.6466275659824048,0.0,0.47119341563786005,6.185,0.9660144181256437,0.09465394793078051,1.0,0.9141221374045801,0.8085106382978723,0.9566291794845933,0.44977924944812364,0.21333333333333332
-0.6286400000000001,0.0,0.7855571847507332,0.0,0.49176954732510286,5.019,1.0,0.028171575625858203,0.13043478260869565,0.4770992366412214,0.9148936170212765,1.0,0.901766004415011,0.2088888888888889
-2.69695,0.0,0.6466275659824048,0.0,0.6851851851851851,4.963,0.9114315139031927,0.05662504887741091,1.0,0.9141221374045801,0.8085106382978723,0.7960814967976196,0.33857615894039733,0.37555555555555553
0.45989,0.2,0.12866568914956014,0.0,0.5390946502057613,7.203,0.8125643666323378,0.0893433604015677,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9896616067376066,0.21688741721854302,0.6399999999999999
0.93838,0.0,0.14406158357771262,0.0,0.11728395061728394,5.898,0.5087538619979403,0.6259945984777529,0.08695652173913043,0.3148854961832061,0.6595744680851064,0.9185788491603208,0.3018763796909492,0.2711111111111111
0.89341,0.8,0.0531524926686217,0.0,0.057613168724279774,5.936,0.17095777548918642,0.8598877865580299,0.13043478260869565,0.28053435114503816,1.0,0.947400272328408,0.10596026490066225,0.3466666666666667
0.95703,0.525,0.17815249266862174,0.0,0.04115226337448563,6.565,0.2059732234809475,0.5626676608862498,0.21739130434782608,0.20229007633587787,0.4255319148936172,0.9365071360129105,0.2146799116997792,0.44
0.94977,0.35,0.20527859237536658,0.0,0.1088477366255144,5.706,0.2626158599382081,0.5011503241822696,0.0,0.22328244274809161,0.4574468085106382,0.9927379091230016,0.2952538631346578,0.2688888888888889
0.77124,0.0,0.2969208211143695,0.0,0.2777777777777778,6.405,0.8496395468589084,0.1441406214478626,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.17771950173987597,0.2455849889624724,0.3022222222222223
0.9,0.34,0.20637829912023462,0.0,0.09876543209876541,6.982,0.15242018537590113,0.39666633323936745,0.2608695652173913,0.27099236641221375,0.37234042553191504,0.9836855111200767,0.08636865342163356,0.6244444444444445
-22.6482,0.0,0.6466275659824048,0.0,0.5884773662551441,6.38,0.96086508753862,0.02332475515827189,1.0,0.9141221374045801,0.8085106382978723,1.0,0.6059602649006622,0.18
-1.3785699999999999,0.0,0.6466275659824048,0.0,0.40740740740740733,5.871,0.4016477857878476,0.23592103229091838,1.0,0.9141221374045801,0.8085106382978723,0.9340107922739423,0.32036423841059597,0.3466666666666667
-2.69311,0.0,0.6466275659824048,0.0,0.6748971193415637,6.376,0.8805355303810505,0.13071865707608507,1.0,0.9141221374045801,0.8085106382978723,0.9862070704523678,0.3565121412803532,0.2822222222222222
0.8221700000000001,0.0,0.3383431085043988,0.0,0.41152263374485587,5.569,0.7270854788877446,0.11551437223217453,0.21739130434782608,0.3893129770992366,0.702127659574468,0.9971506379545111,0.3689293598233995,0.2777777777777778
0.96416,0.8,0.10667155425219943,0.0,0.026748971193415662,6.29,0.15345005149330587,0.4984950304176632,0.13043478260869565,0.2862595419847328,0.37234042553191504,1.0,0.08112582781456953,0.4111111111111111
0.96385,0.8,0.1645894428152493,0.0,0.05349794238683121,6.63,0.21112255406797117,0.36256581400212784,0.13043478260869565,0.11068702290076336,0.702127659574468,1.0,0.08195364238410596,0.5088888888888888
0.94398,0.0,0.07331378299120235,0.0,0.2119341563786008,7.831,0.5221421215242019,0.18819849230237612,0.08695652173913043,0.011450381679389313,0.5531914893617023,0.9892329416511171,0.07505518763796909,1.0
0.97101,0.4,0.028958944281524932,0.0,0.09053497942386828,6.939,0.32543769309989706,0.6967872764142622,0.0,0.2824427480916031,0.7553191489361701,0.982223006707348,0.11479028697571744,0.48000000000000004
0.94575,0.0,0.1315982404692082,0.0,0.257201646090535,6.315,0.7260556127703399,0.19895606943775063,0.17391304347826086,0.20801526717557253,0.4255319148936172,0.9967219728680217,0.12582781456953643,0.4355555555555556
-0.27346000000000004,0.0,0.7008797653958944,1.0,0.4526748971193415,6.25,0.9237899073120494,0.06081713937564223,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.8537999899137627,0.10402869757174392,0.4888888888888889
0.9649,0.95,0.08137829912023462,0.0,0.06399176954732513,7.853,0.3120494335736355,0.36268402913548364,0.13043478260869565,0.07061068702290077,0.2234042553191489,0.9896111755509607,0.05739514348785872,0.9666666666666667
0.6178600000000001,0.0,0.21041055718475077,0.0,0.2448559670781893,8.04,0.8609680741503605,0.18969891514881468,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9759947551565888,0.03863134657836644,0.7244444444444444
-13.3337,0.0,0.6466275659824048,0.0,0.648148148148148,4.88,1.0,0.04182087679255062,1.0,0.9141221374045801,0.8085106382978723,0.9395330072116598,0.7971854304635762,0.11555555555555554
0.82996,0.125,0.27162756598240473,0.0,0.2860082304526749,6.004,0.8547888774459321,0.4967308968891233,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9743053104039539,0.4241169977924945,0.3088888888888889
-4.70818,0.0,0.6466275659824048,0.0,0.3024691358024692,6.75,0.741503604531411,0.20024734243286746,1.0,0.9141221374045801,0.8085106382978723,0.9903424277573252,0.16583885209713023,0.41555555555555557
0.023830000000000018,0.0,0.7855571847507332,0.0,0.49176954732510286,5.757,0.9835221421215242,0.11061299093380864,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.6617580311664734,0.42991169977924937,0.23555555555555555
0.79392,0.22,0.19794721407624635,0.0,0.09465020576131684,5.593,0.7579814624098867,0.6206567305331503,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9384487366987746,0.29718543046357615,0.28
0.47985999999999995,0.2,0.12866568914956014,0.0,0.5390946502057613,8.398,0.9124613800205973,0.10538424465076522,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9746835443037976,0.11534216335540838,0.9733333333333333
-2.77498,0.0,0.6466275659824048,0.0,0.5555555555555556,5.952,0.8424304840370752,0.15839918522492705,1.0,0.9141221374045801,0.8085106382978723,0.05469262191739372,0.4254966887417218,0.3111111111111111
0.34335000000000004,0.2,0.12866568914956014,0.0,0.5390946502057613,6.842,1.0,0.08012257999981813,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9874678501185133,0.14266004415011035,0.5577777777777778
-8.72418,0.0,0.6466275659824048,0.0,0.7304526748971193,6.406,0.9711637487126674,0.08506942865716705,1.0,0.9141221374045801,0.8085106382978723,0.9724141409047355,0.49089403973509926,0.2688888888888889
0.96449,0.25,0.16129032258064518,0.0,0.08436213991769544,6.167,0.45108135942327504,0.38839127390446393,0.13043478260869565,0.17938931297709923,0.6808510638297872,0.9842150385798578,0.1594922737306843,0.39777777777777773
0.92849,0.0,0.14772727272727276,0.0,0.13168724279835392,6.121,0.5550978372811535,0.23806709163491527,0.08695652173913043,0.11450381679389313,0.6276595744680851,0.9955872711684906,0.18515452538631344,0.3822222222222222
0.91692,0.0,0.07331378299120235,0.0,0.2119341563786008,5.604,0.8949536560247168,0.16898398639616619,0.08695652173913043,0.011450381679389313,0.5531914893617023,0.9851227999394826,0.3380242825607064,0.4755555555555555
0.23838000000000004,0.2,0.12866568914956014,0.0,0.5390946502057613,5.56,0.6168898043254377,0.0779219598250416,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9886529830046901,0.24061810154525382,0.39555555555555555
-7.64476,0.0,0.6466275659824048,0.0,0.6337448559670781,6.193,0.9237899073120494,0.060162409406287226,1.0,0.9141221374045801,0.8085106382978723,1.0,0.37086092715231783,0.19555555555555557
0.9781299999999999,0.6,0.09054252199413491,0.0,0.03292181069958851,6.8,0.07209062821833162,0.46285771444679863,0.0,0.14885496183206107,0.3191489361702127,0.9910988955570125,0.09105960264900663,0.5800000000000001
0.21430000000000005,0.2,0.12866568914956014,0.0,0.5390946502057613,7.014,0.8414006179196704,0.09123480253525992,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9676483937667054,0.3603752759381898,0.5711111111111111
-17.811,0.0,0.6466275659824048,0.0,0.4362139917695473,4.628,1.0,0.03858360083296203,1.0,0.9141221374045801,0.8085106382978723,0.0717887941903273,0.9006622516556291,0.2866666666666666
0.86738,0.0,0.2969208211143695,0.0,0.2777777777777778,5.851,0.9660144181256437,0.08887049986814466,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.9928135559029705,0.4067328918322295,0.32222222222222224
-3.22239,0.0,0.6466275659824048,1.0,0.7921810699588477,5.803,0.8867147270854788,0.07048349989542509,1.0,0.9141221374045801,0.8085106382978723,0.8894044076857129,0.3562362030905077,0.26222222222222225
-1.33099,0.0,0.7008797653958944,0.0,1.0,5.186,0.9361483007209063,0.036373887186388905,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.8993645670482627,0.7337196467991169,0.28444444444444444
-2.83684,0.0,0.6466275659824048,0.0,0.7921810699588477,6.251,0.9083419155509783,0.10602078767652703,1.0,0.9141221374045801,0.8085106382978723,0.8833778808815371,0.34381898454746135,0.3311111111111111
0.64886,0.0,0.2536656891495601,0.0,0.2222222222222222,6.041,0.4840370751802266,0.3265920395747893,0.17391304347826086,0.19083969465648856,0.74468085106383,1.0,0.16473509933774835,0.3422222222222222
-4.66637,0.0,0.6466275659824048,0.0,0.7304526748971193,6.219,1.0,0.07958606516381889,1.0,0.9141221374045801,0.8085106382978723,0.9969489132079279,0.41004415011037526,0.29777777777777775
0.8971,0.3,0.16385630498533724,0.0,0.088477366255144,6.358,0.5149330587023687,0.5370513508352354,0.21739130434782608,0.21564885496183206,0.4255319148936172,0.9391043421251702,0.2618653421633554,0.3822222222222222
0.87068,0.0,0.4934017595307918,0.0,0.10699588477366254,6.678,0.29042224510813597,0.43928743555001865,0.13043478260869565,0.1946564885496183,0.3617021276595745,1.0,0.12527593818984545,0.5244444444444445
0.42471000000000003,0.0,0.21041055718475077,0.0,0.25102880658436216,8.337,0.7250257466529351,0.24632396402622558,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9722880629381211,0.020419426048565125,0.8155555555555556
0.71045,0.0,0.3713343108504399,0.0,0.21399176954732507,5.412,0.07106076210092689,0.22350844328856315,0.13043478260869565,0.1717557251908397,0.6382978723404257,0.8790407988299965,0.7676600441501104,0.41555555555555557
-3.81213,0.0,0.6466275659824048,0.0,0.6748971193415637,6.701,0.8970133882595263,0.13348307250225064,1.0,0.9141221374045801,0.8085106382978723,0.6427706893943215,0.4053532008830022,0.2533333333333333
0.15946000000000005,0.0,0.28152492668621704,0.0,0.3148148148148149,5.599,0.8527291452111225,0.30235793723685767,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.7642846336174292,0.4078366445916115,0.19777777777777777
0.38846,0.2,0.12866568914956014,0.0,0.5390946502057613,8.704,0.8650875386199794,0.061053569642353755,0.17391304347826086,0.14694656488549618,0.042553191489361736,0.9818447728075042,0.09354304635761589,1.0
-12.3598,0.0,0.6466275659824048,0.0,0.6337448559670781,5.887,0.945417095777549,0.059334903472796886,1.0,0.9141221374045801,0.8085106382978723,1.0,0.4034216335540839,0.1711111111111111
-17.0846,0.0,0.6466275659824048,0.0,0.6049382716049384,6.434,1.0,0.06411806963780703,1.0,0.9141221374045801,0.8085106382978723,0.06790559281859902,0.7538631346578366,0.04888888888888889
0.94521,0.33,0.06304985337243403,0.0,0.17901234567901228,6.616,0.5684860968074151,0.2037301421309642,0.2608695652173913,0.06679389312977099,0.6170212765957446,0.9910736799636897,0.19867549668874168,0.52
0.96694,0.0,0.1733870967741936,0.0,0.2674897119341564,6.059,0.35427394438722964,0.3348761923814893,0.17391304347826086,0.07061068702290077,0.8085106382978723,0.9980836149074588,0.18708609271523177,0.3466666666666667
-6.99248,0.0,0.6466275659824048,0.0,0.648148148148148,5.52,1.0,0.03669215869926979,1.0,0.9141221374045801,0.8085106382978723,1.0,0.6299668874172185,0.16222222222222224
0.87184,0.125,0.20564516129032262,0.0,0.049382716049382644,5.885,0.309989701338826,0.4881739399285253,0.13043478260869565,0.3015267175572519,0.6702127659574467,1.0,0.19481236203090502,0.3533333333333333
0.91735,0.0,0.4934017595307918,0.0,0.10699588477366254,6.127,0.15962924819773427,0.39766661513699314,0.13043478260869565,0.1946564885496183,0.3617021276595745,1.0,0.18901766004415008,0.42
0.98568,1.0,0.031524926686217015,0.0,0.05349794238683121,6.816,0.3872296601441813,0.6542934827087633,0.17391304347826086,0.1316793893129771,0.26595744680851063,0.9899137626708356,0.061258278145695365,0.5911111111111111
0.95181,0.8,0.11656891495601175,0.0,0.014403292181069971,6.108,0.2996910401647786,0.7357255226472915,0.0,0.24427480916030533,0.40425531914893603,0.9898885470775127,0.1335540838852097,0.37555555555555553
-0.25178999999999996,0.0,0.28152492668621704,0.0,0.3148148148148149,5.57,0.9804325437693099,0.2426411079486037,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9487366987745222,0.5322847682119205,0.1911111111111111
-0.51902,0.0,0.7008797653958944,1.0,0.4526748971193415,8.375,0.9371781668383111,0.09388100282806973,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.9786928236421403,0.04387417218543046,1.0
-7.2480899999999995,0.0,0.6466275659824048,0.0,0.6748971193415637,7.393,0.9927909371781668,0.12031572534077786,1.0,0.9141221374045801,0.8085106382978723,0.9469716072419184,0.4141832229580573,0.28444444444444444
-21.0511,0.0,0.6466275659824048,0.0,0.7304526748971193,5.818,0.92173017507724,0.06698251325373515,1.0,0.9141221374045801,0.8085106382978723,0.9862575016390136,0.5623620309050772,0.12222222222222222
0.98904,0.55,0.06561583577712611,0.0,0.008230452674897127,6.453,0.29866117404737386,0.5617674071783866,0.0,0.21564885496183206,0.28723404255319157,0.9945030006556056,0.1793598233995585,0.37777777777777777
-0.3547199999999999,0.0,0.28152492668621704,0.0,0.3148148148148149,6.072,1.0,0.2769325900935718,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9491401482676889,0.31208609271523174,0.2111111111111111
0.82829,0.25,0.1711876832844575,0.0,0.13991769547325103,5.966,0.9320288362512874,0.5173185170366195,0.30434782608695654,0.1851145038167939,0.7553191489361701,0.9525442533662817,0.35071743929359817,0.24444444444444444
-44.7461,0.0,0.6466275659824048,0.0,0.6337448559670781,4.519,1.0,0.04806809191681292,1.0,0.9141221374045801,0.8085106382978723,0.22177114327500128,0.972682119205298,0.044444444444444446
0.92104,0.0,0.4534457478005865,0.0,0.10699588477366254,6.273,0.03192584963954686,0.2838890960179687,0.17391304347826086,0.4026717557251908,0.648936170212766,0.9950073125220638,0.1393487858719647,0.42444444444444446
-4.87205,0.0,0.6466275659824048,0.0,0.6337448559670781,6.405,0.9588053553038105,0.04975947767098002,1.0,0.9141221374045801,0.8085106382978723,1.0,0.4867549668874172,0.16666666666666666
0.9309499999999999,0.0,0.06304985337243403,0.0,0.15020576131687244,7.147,0.5283213182286304,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,1.0,0.09933774834437085,0.6933333333333334
0.97502,0.0,0.05241935483870968,0.0,0.27366255144032925,6.54,0.5849639546858909,0.4671589266065891,0.0,0.4484732824427481,0.3510638297872341,0.9825003782338998,0.1909492273730684,0.25555555555555554
-3.4222799999999998,0.0,0.6466275659824048,0.0,0.4094650205761316,6.003,0.9433573635427395,0.128281606634597,1.0,0.9141221374045801,0.8085106382978723,0.8345604922083818,0.5405629139072847,0.31333333333333335
-13.4383,0.0,0.6466275659824048,0.0,0.4362139917695473,6.852,1.0,0.030544971764770078,1.0,0.9141221374045801,0.8085106382978723,0.4514599828533966,0.4980684326710817,0.5
-14.8603,0.0,0.6466275659824048,0.0,0.6049382716049384,5.896,0.9526261585993822,0.07092908001345834,1.0,0.9141221374045801,0.8085106382978723,0.018558676685662412,0.6252759381898454,0.07333333333333335
-2.47428,0.0,0.6466275659824048,1.0,0.6851851851851851,8.78,0.82389289392379,0.07048349989542509,1.0,0.9141221374045801,0.8085106382978723,0.8932119622774725,0.09823399558498896,0.37555555555555553
0.58762,0.0,0.21041055718475077,0.0,0.2448559670781893,7.163,0.7929969104016479,0.18969891514881468,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9374148973725351,0.12775938189845476,0.5911111111111111
0.88671,0.3,0.16385630498533724,0.0,0.088477366255144,6.897,0.529351184346035,0.4734516090898344,0.21739130434782608,0.21564885496183206,0.4255319148936172,0.9857531897725554,0.266280353200883,0.37777777777777777
0.85524,0.0,0.35007331378299117,0.0,0.3333333333333334,5.731,0.6416065911431514,0.14818721639734833,0.21739130434782608,0.4675572519083969,0.5531914893617023,0.9863835796056282,0.3278145695364238,0.31777777777777777
-8.39063,0.0,0.6466275659824048,0.0,0.7304526748971193,5.627,0.9371781668383111,0.0625267120734025,1.0,0.9141221374045801,0.8085106382978723,1.0,0.5836092715231788,0.17333333333333334
0.96498,0.8,0.1645894428152493,0.0,0.05349794238683121,6.861,0.25746652935118436,0.36256581400212784,0.13043478260869565,0.11068702290076336,0.702127659574468,1.0,0.04415011037527594,0.5222222222222223
0.74085,0.0,0.7855571847507332,0.0,0.49176954732510286,5.693,0.9588053553038105,0.05989869872418591,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9879217307983258,0.42660044150110377,0.24888888888888888
0.68173,0.0,0.3460410557184751,0.0,0.32716049382716056,5.914,0.8269824922760042,0.2608917058443743,0.13043478260869565,0.22328244274809161,0.6170212765957446,0.9843663321397953,0.45805739514348776,0.28444444444444444
0.74613,0.0,0.2364369501466276,0.0,0.12962962962962962,5.399,0.9515962924819773,0.43106693704589477,0.08695652173913043,0.08778625954198473,0.5638297872340424,1.0,0.8024282560706401,0.2088888888888889
0.72043,0.0,0.3383431085043988,0.0,0.41152263374485587,5.926,0.4088568486096808,0.11385936036519383,0.21739130434782608,0.3893129770992366,0.702127659574468,1.0,0.32726269315673284,0.43333333333333335
0.96555,0.825,0.05755131964809384,0.0,0.061728395061728336,6.162,0.3656024716786818,0.4674408242322836,0.043478260869565216,0.30725190839694655,0.2234042553191489,0.9921075192899289,0.1572847682119205,0.42444444444444446
0.67457,0.0,0.7855571847507332,0.0,0.49176954732510286,6.431,0.9876416065911431,0.06209931889896244,0.13043478260869565,0.4770992366412214,0.9148936170212765,1.0,0.3769315673289183,0.28888888888888886
-10.8123,0.0,0.6466275659824048,0.0,0.6851851851851851,6.824,0.7579814624098867,0.06041702661659196,1.0,0.9141221374045801,0.8085106382978723,0.12136265066317012,0.579746136865342,0.07555555555555557
-1.36862,0.0,0.7008797653958944,0.0,1.0,4.926,0.9557157569515963,0.030117578590330017,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.9869131070654092,0.7671081677704195,0.21333333333333332
0.80343,0.22,0.19794721407624635,0.0,0.09465020576131684,6.226,0.7857878475798147,0.6298047631605271,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.947652428261637,0.23233995584988962,0.34444444444444444
0.8597,0.22,0.19794721407624635,0.0,0.09465020576131684,6.487,0.10401647785787847,0.5698969709645445,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9984366332139795,0.1150662251655629,0.43111111111111106
0.22701000000000005,0.0,0.28152492668621704,0.0,0.3148148148148149,6.495,0.9423274974253347,0.3023670307086542,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9774068283826719,0.3054635761589404,0.29777777777777775
-4.29305,0.0,0.6466275659824048,0.0,0.648148148148148,6.051,0.819773429454171,0.09440842419227238,1.0,0.9141221374045801,0.8085106382978723,0.9533007211659691,0.46992273730684325,0.40444444444444444
0.8734999999999999,0.25,0.1711876832844575,0.0,0.13991769547325103,6.762,0.4170957775489187,0.6230210332002656,0.30434782608695654,0.1851145038167939,0.7553191489361701,0.9966715416813757,0.21440397350993376,0.4444444444444444
-7.792120000000001,0.0,0.6466275659824048,0.0,0.4094650205761316,5.565,0.6972193614830071,0.08492393310842146,1.0,0.9141221374045801,0.8085106382978723,0.008396792576529326,0.4257726269315673,0.14888888888888888
0.93737,0.0,0.42045454545454547,0.0,0.3868312757201645,6.593,0.6817713697219361,0.12267093453609655,0.0,0.16412213740458015,0.8936170212765957,0.9876191436784508,0.21909492273730682,0.38666666666666666
-24.0461,0.0,0.6466275659824048,0.0,0.6337448559670781,5.987,1.0,0.04175722248997445,1.0,0.9141221374045801,0.8085106382978723,1.0,0.6909492273730684,0.013333333333333326
-16.8667,0.0,0.6466275659824048,0.0,0.5884773662551441,6.223,1.0,0.02332475515827189,1.0,0.9141221374045801,0.8085106382978723,0.9920318725099603,0.5532560706401766,0.11555555555555554
