CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.00034900526194278023,0.8,0.03885630498533725,0.0,0.039094650205761354,0.7215336948102247,0.3213182286302781,0.5619219961989288,0.043478260869565216,0.27099236641221375,0.0,1.0,0.05834954153931648,33.3
0.1047581163112583,0.0,0.6466275659824048,0.0,0.6748971193415637,0.5081332300542215,0.9866117404737385,0.10293810073748057,1.0,0.9141221374045801,0.8085106382978723,1.0,0.44873575993331477,14.1
0.0011862806874538172,0.2,0.23826979472140764,0.0,0.16255144032921814,0.5764910921766073,0.5746652935118436,0.253516900217334,0.08695652173913043,0.06870229007633588,0.6382978723404257,0.9951081748953553,0.15976660183384273,24.4
0.00226285794957554,0.2,0.10520527859237538,0.0,0.11913580246913583,0.6295507358636717,0.30175077239958814,0.2701761405487001,0.17391304347826086,0.05534351145038168,0.24468085106382986,1.0,0.07974437343706584,35.1
0.01512535976766253,0.0,0.28152492668621704,0.0,0.3148148148148149,0.4862509682416732,1.0,0.2769325900935718,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9491401482676889,0.30730758544040004,14.5
0.000602132427770523,0.0,0.42045454545454547,0.0,0.3868312757201645,0.5871417505809451,0.6817713697219361,0.12267093453609655,0.0,0.16412213740458015,0.8936170212765957,0.9876191436784508,0.2136704640177827,22.4
0.0788328140030128,0.0,0.6466275659824048,0.0,0.6851851851851851,0.4734701781564679,0.9515962924819773,0.06774636488464932,1.0,0.9141221374045801,0.8085106382978723,0.8060416561601695,0.38121700472353426,14.2
0.11985031776900999,0.0,0.6466275659824048,0.0,0.7304526748971193,0.5611928737412858,0.9464469618949536,0.07804926843019397,1.0,0.9141221374045801,0.8085106382978723,0.10777144586212115,0.6112809113642678,11.8
0.0003604701690983885,0.25,0.16129032258064518,0.0,0.08436213991769544,0.6130906274206043,0.3151390319258497,0.38839127390446393,0.13043478260869565,0.17938931297709923,0.6808510638297872,1.0,0.0919699916643512,28.0
0.005242497398477685,0.0,0.3460410557184751,0.0,0.32716049382716056,0.49419054996127043,0.5756951596292482,0.26119179041366203,0.13043478260869565,0.22328244274809161,0.6170212765957446,0.9983105552473651,0.2986940816893581,21.0
0.004121971325592797,0.0,0.3713343108504399,1.0,0.21399176954732507,0.3568938807126259,0.8825952626158599,0.230555883930926,0.13043478260869565,0.1717557251908397,0.6382978723404257,0.9958142115083969,0.6112809113642678,19.3
0.002914784042737577,0.0,0.3383431085043988,0.0,0.41152263374485587,0.4324167312161115,0.6972193614830071,0.16032700124580565,0.21739130434782608,0.3893129770992366,0.702127659574468,1.0,0.33676021116976934,18.3
0.0009297814901097192,0.0,0.1315982404692082,0.0,0.257201646090535,0.5528659953524401,0.8362512873326466,0.13792068673899008,0.17391304347826086,0.20801526717557253,0.4255319148936172,0.9964698169347925,0.19616560155598772,23.6
0.10683236529801901,0.0,0.6466275659824048,0.0,0.6748971193415637,0.6132842757552285,0.9392378990731204,0.12426229210050108,1.0,0.9141221374045801,0.8085106382978723,0.016037117353371325,0.4648513475965546,14.9
0.22030650867275264,0.0,0.6466275659824048,0.0,0.5884773662551441,0.726568551510457,0.9783728115345006,0.016977511844247024,1.0,0.9141221374045801,0.8085106382978723,1.0,0.3184217838288413,15.0
0.04779573671807366,0.0,0.6466275659824048,0.0,0.7921810699588477,0.49399690162664606,0.8074150360453141,0.1254444434340587,1.0,0.9141221374045801,0.8085106382978723,0.984467194513087,0.29702695193109196,22.6
0.0019100310519142235,0.0,0.3383431085043988,0.0,0.41152263374485587,0.40840433772269563,0.26673532440782705,0.15177004428520766,0.21739130434782608,0.3893129770992366,0.702127659574468,0.9908971708104293,0.4340094470686302,23.1
0.015789987179536176,0.0,0.7008797653958944,1.0,1.0,0.4972889233152594,0.9588053553038105,0.0563613381953096,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.8086640778657522,0.3651014170602945,17.0
0.0002620068488208119,0.0,0.06304985337243403,0.0,0.15020576131687244,0.6655693261037956,0.44181256436663235,0.4485445898389546,0.08695652173913043,0.06679389312977099,0.648936170212766,0.9942760603156993,0.02667407613225896,33.4
0.0002833630484243958,0.0,0.1733870967741936,0.0,0.2674897119341564,0.4469403563129357,0.446961894953656,0.37296874573743505,0.17391304347826086,0.07061068702290077,0.8085106382978723,1.0,0.2172825784940261,19.5
0.004795590821510054,0.0,0.3713343108504399,1.0,0.21399176954732507,0.34527498063516665,1.0,0.24965217470378015,0.13043478260869565,0.1717557251908397,0.6382978723404257,1.0,0.5865518199499861,20.0
0.0007856833433108,0.0,0.4534457478005865,0.0,0.10699588477366254,0.5251742835011619,0.03192584963954686,0.2838890960179687,0.17391304347826086,0.4026717557251908,0.648936170212766,0.9950073125220638,0.1333703806612948,24.1
0.0031532990719944465,0.0,0.3383431085043988,0.0,0.41152263374485587,0.3541828040278853,0.7209062821833162,0.15177004428520766,0.21739130434782608,0.3893129770992366,0.702127659574468,1.0,0.5323701028063351,19.7
0.05711221019356135,0.0,0.6466275659824048,0.0,0.6748971193415637,0.5298218435321456,0.9155509783728115,0.11263174167265319,1.0,0.9141221374045801,0.8085106382978723,0.9702203842856423,0.4248402333981661,16.1
0.0014315397797433974,0.0,0.3713343108504399,0.0,0.21399176954732507,0.45120061967467084,0.19979402677651908,0.2560539788485846,0.13043478260869565,0.1717557251908397,0.6382978723404257,1.0,0.24701305918310637,22.6
0.0013386965119930796,0.125,0.20564516129032262,0.0,0.049382716049382644,0.4500387296669249,0.309989701338826,0.4881739399285253,0.13043478260869565,0.3015267175572519,0.6702127659574467,1.0,0.18921922756321197,20.9
0.00034012557894971113,0.0,0.10813782991202348,0.0,0.21399176954732507,0.5507358636715726,0.7312049433573636,0.17845938400822048,0.043478260869565216,0.15839694656488548,0.5531914893617023,0.9915527762368249,0.17282578494026113,22.0
0.00039464008846412283,0.7,0.0652492668621701,0.0,0.030864197530864227,0.6409759876065068,0.4582904222451082,0.6090989278796751,0.17391304347826086,0.32633587786259544,0.23404255319148948,0.9847697816329619,0.1136426785218116,24.8
0.018026430882233595,0.0,0.28152492668621704,0.0,0.3148148148148149,0.4908985282726569,0.9680741503604532,0.23917649519410014,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.6253214988148672,0.5101417060294526,13.5
0.0016826437266613268,0.0,0.37939882697947214,0.0,0.057613168724279774,0.46475600309837345,0.15036045314109167,0.37807927688712273,0.13043478260869565,0.22519083969465647,0.702127659574468,0.94966967572747,0.21950541817171437,21.7
0.04877902110824289,0.0,0.6466275659824048,0.0,0.40123456790123446,0.5046475600309838,0.835221421215242,0.17312151606361792,1.0,0.9141221374045801,0.8085106382978723,1.0,0.3976104473464851,19.9
0.00020513191724495135,0.0,0.2423020527859238,0.0,0.17283950617283944,0.5538342370255617,0.7826982492276005,0.34896198019441843,0.043478260869565216,0.1049618320610687,0.5531914893617023,1.0,0.19894415115309808,21.6
0.000952261700218755,0.125,0.27162756598240473,0.0,0.2860082304526749,0.45081332300542226,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.276595744680851,0.9838620202733371,0.3814948596832453,21.7
0.000587070686997469,0.2,0.10520527859237538,1.0,0.11913580246913583,0.790859798605732,0.48197734294541716,0.3712227991524884,0.17391304347826086,0.05534351145038168,0.24468085106382986,0.9499974784406677,0.02861906085023617,46.0
0.011008221687243178,0.0,0.28152492668621704,0.0,0.3148148148148149,0.43609604957397363,1.0,0.26967599959988725,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9940491199757931,0.4973603778827451,14.5
0.0024694510804775783,0.0,0.2969208211143695,0.0,0.2777777777777778,0.5507358636715726,0.8496395468589084,0.1441406214478626,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.17771950173987597,0.24034454015004167,18.6
0.0009170801713981139,0.2,0.23826979472140764,1.0,0.16255144032921814,0.45681642137877615,0.6035015447991762,0.253516900217334,0.08695652173913043,0.06870229007633588,0.6382978723404257,0.9859801301124616,0.324256737982773,20.7
0.041190601383836775,0.0,0.6466275659824048,0.0,0.40740740740740733,0.5327265685515106,0.5046343975283214,0.2602642562904091,1.0,0.9141221374045801,0.8085106382978723,0.9791214887286298,0.2389552653514865,21.2
0.06358875872597455,0.0,0.6466275659824048,0.0,0.7304526748971193,0.5147172734314486,1.0,0.07958606516381889,1.0,0.9141221374045801,0.8085106382978723,0.9969489132079279,0.405946096137816,18.4
0.0007845593328053482,0.8,0.1645894428152493,0.0,0.05349794238683121,0.6946165762974438,0.2554067971163749,0.36256581400212784,0.13043478260869565,0.11068702290076336,0.702127659574468,1.0,0.04390108363434287,37.3
0.0005427846730826685,0.0,0.14772727272727276,0.0,0.13168724279835392,0.594306738962045,0.5478887744593204,0.3008211405032328,0.08695652173913043,0.11450381679389313,0.6276595744680851,0.988400827071461,0.12642400666851905,26.6
0.00371788954888288,0.22,0.19794721407624635,0.0,0.09465020576131684,0.49322230828814867,0.329557157569516,0.6298047631605271,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.983055121287004,0.19949986107252013,24.3
0.00011745909781971186,0.175,0.03372434017595308,0.0,0.06399176954732513,0.6860960495739737,0.5829042224510814,0.735961952914003,0.08695652173913043,0.05534351145038168,0.6382978723404257,0.9907710928438147,0.16865796054459573,33.0
0.00012914880707641044,0.85,0.010263929618768328,0.0,0.05144032921810693,0.5464756003098373,0.3377960865087539,0.7327519573698041,0.043478260869565216,0.24045801526717558,0.5000000000000001,1.0,0.10530702973048067,24.7
0.005934101062482171,0.0,0.21041055718475077,0.0,0.2448559670781893,0.46862896979085983,0.6714727085478887,0.23114695959770482,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9532250743860005,0.26868574604056683,24.3
0.008056232896775147,0.0,0.28152492668621704,0.0,0.3148148148148149,0.41944229279628203,0.685890834191555,0.24251379934345133,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.984996721972868,0.25840511253125864,18.2
0.15782950873772048,0.0,0.6466275659824048,0.0,0.4362139917695473,0.5995352439969017,1.0,0.036182924278660364,1.0,0.9141221374045801,0.8085106382978723,0.08757375561046951,0.5345929424840232,17.2
0.0018591133760172576,0.0,0.3713343108504399,1.0,0.21399176954732507,0.4645623547637491,0.9186405767250256,0.2498431376115087,0.13043478260869565,0.1717557251908397,0.6382978723404257,0.9907963084371376,0.4248402333981661,21.7
0.0978753503821748,0.0,0.6466275659824048,0.0,0.6337448559670781,0.5635166537567777,0.9876416065911431,0.054206185379516054,1.0,0.9141221374045801,0.8085106382978723,0.9875939280851279,0.4206724090025007,13.1
0.000297300778691998,0.25,0.16129032258064518,0.0,0.08436213991769544,0.5046475600309838,0.45108135942327504,0.38839127390446393,0.13043478260869565,0.17938931297709923,0.6808510638297872,0.9842150385798578,0.15365379272020002,22.9
0.00027571977698732366,0.75,0.09127565982404694,0.0,0.088477366255144,0.6706041828040279,0.13285272914521112,0.38842764779165034,0.08695652173913043,0.12404580152671756,0.6063829787234043,0.9967724040546675,0.0,34.9
0.05237630432989079,0.0,0.6466275659824048,0.0,0.6748971193415637,0.46766072811773823,0.8753861997940269,0.13194627576862572,1.0,0.9141221374045801,0.8085106382978723,0.025619042816077464,0.47318699638788553,12.7
0.0024751835340553825,0.0,0.2364369501466276,0.0,0.12962962962962962,0.4781177381874517,0.850669412976313,0.41464412698124015,0.08695652173913043,0.08778625954198473,0.5638297872340424,0.9895103131776691,0.4673520422339539,16.6
0.32199236706945955,0.0,0.6466275659824048,0.0,0.4362139917695473,0.3086754453911697,1.0,0.041811783320754026,1.0,0.9141221374045801,0.8085106382978723,0.5311664733471179,0.5029174770769658,16.3
0.002748205685829622,0.0,0.3460410557184751,0.0,0.32716049382716056,0.4151820294345469,0.7703398558187435,0.2560176049613982,0.13043478260869565,0.22328244274809161,0.6170212765957446,0.9987896515205004,0.26451792164490134,16.2
0.001096247445967129,0.8,0.0531524926686217,0.0,0.057613168724279774,0.4599147947327653,0.17095777548918642,0.8598877865580299,0.13043478260869565,0.28053435114503816,1.0,0.947400272328408,0.09974993053626008,20.6
0.0005327809795841476,0.0,0.4534457478005865,0.0,0.10699588477366254,0.5172347017815647,0.5231719876416067,0.35323591193881915,0.17391304347826086,0.4026717557251908,0.648936170212766,0.9735236270109435,0.28785773826062794,21.2
0.43097642567806493,0.0,0.6466275659824048,0.0,0.6337448559670781,0.36638264910921775,1.0,0.03273649846775001,1.0,0.9141221374045801,0.8085106382978723,1.0,0.7949430397332592,5.0
0.0013888273805362293,0.0,0.2969208211143695,0.0,0.2777777777777778,0.4434546862896979,0.9660144181256437,0.08887049986814466,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.9928135559029705,0.40261183662128364,19.5
0.00012397835875133223,0.95,0.08137829912023462,0.0,0.06399176954732513,0.8661890007745935,0.29866117404737386,0.36268402913548364,0.13043478260869565,0.07061068702290077,0.2234042553191489,0.9839880982399517,0.025006946373992773,50.0
0.17832808832564473,0.0,0.6466275659824048,0.0,0.5884773662551441,0.5778466305189776,0.9907312049433573,0.035428166119542796,1.0,0.9141221374045801,0.8085106382978723,1.0,0.5307029730480688,10.9
0.001959262712053012,0.0,1.0,0.0,0.46090534979423864,0.3588303640588691,0.9824922760041195,0.05690694650310543,0.13043478260869565,1.0,0.7978723404255321,0.866735589288416,0.6110030564045568,7.0
0.0008902163203178163,0.0,0.37939882697947214,0.0,0.057613168724279774,0.5530596436870643,0.03810504634397528,0.37807927688712273,0.13043478260869565,0.22519083969465647,0.702127659574468,0.9667910635937265,0.13170325090302862,24.2
0.08311866606030047,0.0,0.6466275659824048,0.0,0.4362139917695473,0.39814097598760656,0.9783728115345006,0.029562876810737587,1.0,0.9141221374045801,0.8085106382978723,0.7925765293257351,0.6785218116143372,17.2
7.1037463944553e-05,0.9,0.12060117302052788,0.0,0.018518518518518535,0.7538729666924865,0.3223480947476829,0.4734516090898344,0.08695652173913043,0.10877862595419847,0.3510638297872341,0.973372333451006,0.03139761044734648,44.0
0.13003497695890864,0.0,0.6466275659824048,0.0,0.648148148148148,0.28563129357087524,0.9691040164778578,0.05823459338540862,1.0,0.9141221374045801,0.8085106382978723,1.0,0.6585162545151431,9.7
0.002839587739922852,0.0,0.3460410557184751,0.0,0.32716049382716056,0.47676219984508134,0.9011328527291452,0.15498913330120306,0.13043478260869565,0.22328244274809161,0.6170212765957446,0.9984870644006254,0.27063073075854405,19.4
0.003612457363471502,0.0,0.21041055718475077,0.0,0.25102880658436216,0.4889620449264137,0.6035015447991762,0.22936463912557176,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9491905794543346,0.24729091414281745,24.0
0.09044609054534067,0.0,0.6466275659824048,0.0,0.4094650205761316,0.36134779240898524,0.9526261585993822,0.11823332029935711,1.0,0.9141221374045801,0.8085106382978723,0.8882444903928589,0.4490136148930258,13.8
0.003732052081251572,0.0,0.2536656891495601,0.0,0.2222222222222222,0.5526723470178156,0.38311019567456234,0.3265920395747893,0.17391304347826086,0.19083969465648856,0.74468085106383,1.0,0.11503195332036678,25.0
0.0003808147592470658,0.28,0.5344574780058651,0.0,0.16255144032921814,0.5205267234701781,0.7662203913491246,0.2260091480326274,0.13043478260869565,0.15839694656488548,0.5957446808510638,1.0,0.23923312031119753,20.6
0.002705942890824635,0.0,0.7855571847507332,0.0,0.49176954732510286,0.44461657629744394,0.9814624098867147,0.04901381298365905,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9877452216450654,0.5373714920811337,13.3
0.0005079403474136631,0.0,0.1315982404692082,0.0,0.257201646090535,0.5333075135553835,0.7260556127703399,0.19895606943775063,0.17391304347826086,0.20801526717557253,0.4255319148936172,0.9967219728680217,0.1197554876354543,24.6
0.00023997624291395678,0.0,0.1733870967741936,0.0,0.2674897119341564,0.45197521301316806,0.5839340885684862,0.40787858396457183,0.17391304347826086,0.07061068702290077,0.8085106382978723,0.9947299409955117,0.23839955543206445,18.5
0.006530388635624344,0.0,0.7855571847507332,0.0,0.49176954732510286,0.5443454686289698,0.9783728115345006,0.10892160517964153,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9719098290382773,0.25395943317588215,23.0
0.0005811134313185745,0.0,0.42045454545454547,0.0,0.3868312757201645,0.6613090627420605,0.9073120494335736,0.09438114377688257,0.0,0.16412213740458015,0.8936170212765957,1.0,0.10169491525423728,23.9
0.05110662206293245,0.0,0.6466275659824048,0.0,0.6851851851851851,0.0,0.8753861997940269,0.04397602960834417,1.0,0.9141221374045801,0.8085106382978723,0.893590196177316,0.14281744929146986,27.5
0.0036053760972871557,0.0,0.7855571847507332,0.0,0.49176954732510286,0.4378388845855926,0.9526261585993822,0.12187980248979258,0.13043478260869565,0.4770992366412214,0.9148936170212765,0.9792979978818902,0.3626007224228952,18.4
0.0002877466893956578,0.35,0.20527859237536658,0.0,0.1088477366255144,0.4783113865220759,0.21009268795056646,0.5011503241822696,0.0,0.22328244274809161,0.4574468085106382,0.9126279691361139,0.16254515143095302,19.4
0.2113357808287419,0.0,0.6466275659824048,0.0,0.4362139917695473,0.20662277304415186,1.0,0.03858360083296203,1.0,0.9141221374045801,0.8085106382978723,0.0717887941903273,0.8999722145040289,17.9
0.0011299677611306827,0.0,0.42045454545454547,0.0,0.3868312757201645,0.6260650658404338,0.8898043254376931,0.11451409033454883,0.0,0.16412213740458015,0.8936170212765957,0.9913006203035958,0.12503473186996386,22.0
0.0005962875731421736,0.4,0.028958944281524932,0.0,0.09053497942386828,0.5671959721146399,0.42739443872296606,0.6967872764142622,0.0,0.2824427480916031,0.7553191489361701,1.0,0.11114198388441233,22.9
0.0007019445606546418,0.0,0.14772727272727276,0.0,0.13168724279835392,0.49573973663826504,0.5550978372811535,0.23806709163491527,0.08695652173913043,0.11450381679389313,0.6276595744680851,0.9955872711684906,0.17949430397332589,22.2
0.0010393725143912685,0.0,0.4534457478005865,0.0,0.10699588477366254,0.5263361735089078,0.737384140061792,0.26576580672735045,0.17391304347826086,0.4026717557251908,0.648936170212766,0.9413989611175552,0.2775771047513198,20.0
0.11192312127826072,0.0,0.6466275659824048,0.0,0.7304526748971193,0.5662277304415183,1.0,0.07718538860951722,1.0,0.9141221374045801,0.8085106382978723,0.9743557415905997,0.46874131703250904,15.4
0.011744448568314098,0.0,0.28152492668621704,0.0,0.3148148148148149,0.45972114639814093,0.2718846549948507,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9746583287104746,0.12781328146707416,23.1
0.0033091993291006097,0.0,0.2536656891495601,0.0,0.2222222222222222,0.5327265685515106,0.26776519052523173,0.3897734816175467,0.17391304347826086,0.19083969465648856,0.74468085106383,1.0,0.11586551819949985,23.0
0.09152457862532166,0.0,0.6466275659824048,0.0,0.648148148148148,0.3541828040278853,0.9886714727085479,0.05442442870263438,1.0,0.9141221374045801,0.8085106382978723,1.0,0.5243123089747151,11.5
0.013968415754401005,0.0,0.28152492668621704,0.0,0.3148148148148149,0.38903950426026346,0.9804325437693099,0.2426411079486037,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9487366987745222,0.5290358432898027,13.6
0.0020546912039658685,0.0,0.2536656891495601,0.0,0.2222222222222222,0.5557707203718049,0.121524201853759,0.3897734816175467,0.17391304347826086,0.19083969465648856,0.74468085106383,0.9918805789500228,0.08613503751041957,24.6
0.0003433852094155213,0.0,0.1733870967741936,0.0,0.2674897119341564,0.47947327652982186,0.32543769309989706,0.4415517100273713,0.17391304347826086,0.07061068702290077,0.8085106382978723,1.0,0.16754654070575156,21.1
5.912295258676405e-05,1.0,0.031524926686217015,0.0,0.05349794238683121,0.6303253292021689,0.3872296601441813,0.6542934827087633,0.17391304347826086,0.1316793893129771,0.26595744680851063,0.9899137626708356,0.05473742706307308,31.6
0.0005160332230529159,0.0,0.1733870967741936,0.0,0.2674897119341564,0.4694035631293572,0.43769309989701344,0.3348761923814893,0.17391304347826086,0.07061068702290077,0.8085106382978723,1.0,0.2156154487357599,19.0
0.1621861734568516,0.0,0.6466275659824048,0.0,0.4362139917695473,0.6372966692486446,1.0,0.030544971764770078,1.0,0.9141221374045801,0.8085106382978723,0.4514599828533966,0.4945818282856349,27.5
0.0003183197751439464,0.0,0.1733870967741936,0.0,0.2674897119341564,0.5323392718822618,0.36663233779608656,0.48457292509707284,0.17391304347826086,0.07061068702290077,0.8085106382978723,0.9810883050078169,0.1325368157821617,20.7
0.0009213514113188307,0.0,0.07331378299120235,0.0,0.2119341563786008,0.6959721146398142,0.9196704428424305,0.1428584419245424,0.08695652173913043,0.011450381679389313,0.5531914893617023,0.9929900650562309,0.07891080855793277,37.9
0.003249851574412755,0.0,0.21041055718475077,0.0,0.2448559670781893,0.7987993803253293,0.14521112255406798,0.20419390919259067,0.30434782608695654,0.22900763358778625,0.5106382978723403,0.9511069645468758,0.05390386218393998,46.7
0.4232218772009531,0.0,0.6466275659824048,0.0,0.6049382716049384,0.511425251742835,0.780638516992791,0.06668242868444745,1.0,0.9141221374045801,0.8085106382978723,0.046648847647385146,0.34843011947763264,10.9
0.0006723830843612597,0.0,0.07331378299120235,0.0,0.2119341563786008,0.5001936483346244,0.6107106076210094,0.13351944638943702,0.08695652173913043,0.011450381679389313,0.5531914893617023,1.0,0.20755765490414,36.2
0.0074505036353871784,0.0,0.28152492668621704,0.0,0.3148148148148149,0.43609604957397363,0.9001029866117405,0.32303649210231977,0.13043478260869565,0.22900763358778625,0.8936170212765957,0.9495183821675325,0.35648791330925256,16.6
0.00040891502188336056,0.0,0.10190615835777128,0.0,0.154320987654321,0.5001936483346244,0.30175077239958814,0.4313943020305722,0.13043478260869565,0.4637404580152672,0.4574468085106382,0.9285642241161934,0.1975548763545429,19.8
0.0009380991678500625,0.3,0.16385630498533724,0.0,0.088477366255144,0.5896591789310612,0.4047373841400619,0.4601569533232093,0.21739130434782608,0.21564885496183206,0.4255319148936172,0.9669171415603409,0.14976382328424565,23.3
0.002048733948286974,0.22,0.19794721407624635,0.0,0.09465020576131684,0.39581719597211473,0.6930998970133883,0.6206567305331503,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9804074839880983,0.4579049736037788,18.5
0.002304558739327801,0.22,0.19794721407624635,0.0,0.09465020576131684,0.5571262587141751,0.061791967044284246,0.5698969709645445,0.2608695652173913,0.2729007633587786,0.6914893617021278,0.9499974784406677,0.04473464851347596,24.8
0.8264291737376293,0.0,0.6466275659824048,0.0,0.6049382716049384,0.46398140975987606,1.0,0.061199065191099314,1.0,0.9141221374045801,0.8085106382978723,0.040672752029855264,0.5179216449013615,8.8
0.001365897566225013,0.0,0.35007331378299117,0.0,0.3333333333333334,0.4475213013168087,0.7229660144181256,0.12257090634633397,0.21739130434782608,0.4675572519083969,0.5531914893617023,0.8530687377073983,0.37204779105307023,20.4
0.0016893877896940375,0.0,0.2364369501466276,0.0,0.12962962962962962,0.513168086754454,0.037075180226570546,0.41750857059716834,0.08695652173913043,0.08778625954198473,0.5638297872340424,0.9938473952292097,0.15170880800222286,24.7
0.003845015137049477,0.0,0.2536656891495601,0.0,0.2222222222222222,0.48024786986831924,0.4840370751802266,0.3265920395747893,0.17391304347826086,0.19083969465648856,0.74468085106383,1.0,0.15893303695470964,20.4
0.00010835461272555238,0.85,0.13526392961876835,0.0,0.09053497942386828,0.5722308288148722,0.2554067971163749,0.6734352408406005,0.13043478260869565,0.31297709923664124,0.5638297872340424,0.9887286297846589,0.12170047235343152,23.1
0.0010230743620622176,0.0,0.07331378299120235,0.0,0.2119341563786008,0.5813323005422153,0.9546858908341915,0.1561712846347607,0.08695652173913043,0.011450381679389313,0.5531914893617023,1.0,0.1028063350930814,32.5
0.027399104882993883,0.0,0.7008797653958944,0.0,1.0,0.3313323005422154,0.9382080329557158,0.055179186861751946,0.17391304347826086,0.4122137404580153,0.2234042553191489,0.22267890463462606,0.39344262295081966,13.1
