feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.0,0.6013513513513513,0.5882352941176472,0.12389380530973454,0.2888259252700549,0.18728984532616005,0.183,0.26,1.0,0.0,0.0,0.5714285714285714
1.0,0.4054054054054054,0.35294117647058826,0.084070796460177,0.0687090490525943,0.05648957632817754,0.042,0.0585,0.0,1.0,0.0,0.14285714285714285
0.0,0.5608108108108107,0.5630252100840337,0.11946902654867259,0.20417921020010624,0.16509751176866172,0.123,0.2,1.0,0.0,0.0,0.42857142857142855
1.0,0.581081081081081,0.5798319327731093,0.11061946902654868,0.1978041437931645,0.15097511768661734,0.1435,0.17,0.0,1.0,0.0,0.25
1.0,0.5878378378378378,0.5630252100840337,0.11061946902654868,0.21073136178501858,0.1963685272360457,0.1265,0.1555,0.0,1.0,0.0,0.25
2.0,0.6824324324324325,0.6638655462184875,0.10619469026548674,0.3068886134230565,0.2804303967720242,0.1475,0.2605,0.0,0.0,1.0,0.25
1.0,0.3445945945945946,0.33613445378151263,0.07079646017699116,0.07189658225606516,0.059515803631472755,0.0395,0.055,0.0,1.0,0.0,0.21428571428571427
1.0,0.4054054054054054,0.3949579831932773,0.084070796460177,0.1011156366212148,0.08204438466711499,0.0605,0.08,0.0,1.0,0.0,0.17857142857142858
2.0,0.5067567567567568,0.4957983193277311,0.11504424778761063,0.16221002302107312,0.1163416274377942,0.111,0.135,0.0,0.0,1.0,0.25
0.0,0.581081081081081,0.546218487394958,0.11504424778761063,0.24473171595537452,0.26227303295225285,0.1195,0.1515,1.0,0.0,0.0,0.25
1.0,0.5337837837837838,0.5042016806722689,0.1017699115044248,0.14644944218168937,0.11163416274377942,0.084,0.139,0.0,1.0,0.0,0.21428571428571427
2.0,0.8175675675675677,0.8151260504201682,0.168141592920354,0.5741101469806977,0.4811701412239408,0.354,0.4715,0.0,0.0,1.0,0.39285714285714285
2.0,0.722972972972973,0.7226890756302521,0.1504424778761062,0.3614308482380025,0.281102891728312,0.2405,0.36,0.0,0.0,1.0,0.39285714285714285
1.0,0.3648648648648648,0.3865546218487395,0.08849557522123895,0.0780945634850363,0.057498318762609274,0.058,0.075,0.0,1.0,0.0,0.25
0.0,0.7567567567567568,0.7478991596638656,0.1592920353982301,0.444306711528245,0.3618022864828514,0.292,0.35,1.0,0.0,0.0,0.32142857142857145
2.0,0.6824324324324325,0.6974789915966386,0.14601769911504428,0.3525765893394723,0.2639542703429724,0.242,0.33,0.0,0.0,1.0,0.32142857142857145
2.0,0.831081081081081,0.8319327731092439,0.1592920353982301,0.5983708163626704,0.44687289845326156,0.402,0.5,0.0,0.0,1.0,0.35714285714285715
2.0,0.7364864864864865,0.689075630252101,0.12831858407079647,0.3219408535505578,0.2515131136516476,0.2145,0.278,0.0,0.0,1.0,0.32142857142857145
1.0,0.3716216216216216,0.3025210084033613,0.07079646017699116,0.0595006197981229,0.048083389374579684,0.0465,0.0495,0.0,1.0,0.0,0.21428571428571427
1.0,0.4391891891891892,0.43697478991596644,0.07964601769911504,0.11616787674871613,0.10087424344317417,0.068,0.08,0.0,1.0,0.0,0.17857142857142858
2.0,0.6959459459459459,0.689075630252101,0.13716814159292037,0.4016291836373295,0.35205110961667785,0.2615,0.275,0.0,0.0,1.0,0.35714285714285715
0.0,0.5067567567567568,0.4957983193277311,0.11946902654867259,0.19762705861519392,0.1546738399462004,0.137,0.145,1.0,0.0,0.0,0.42857142857142855
1.0,0.5067567567567568,0.4957983193277311,0.10619469026548674,0.1650433858686028,0.13416274377942164,0.1065,0.1325,0.0,1.0,0.0,0.25
0.0,0.8040540540540542,0.823529411764706,0.14159292035398233,0.5452452629714893,0.40181573638197715,0.2565,0.495,1.0,0.0,0.0,0.5
1.0,0.3108108108108108,0.26890756302521013,0.057522123893805316,0.03736497255179741,0.028917283120376593,0.0205,0.038,0.0,1.0,0.0,0.14285714285714285
2.0,0.7094594594594595,0.7226890756302521,0.15486725663716813,0.44820258544359837,0.33523873570948215,0.2815,0.38,0.0,0.0,1.0,0.42857142857142855
1.0,0.3918918918918919,0.36974789915966394,0.0752212389380531,0.0782716486630069,0.0652320107599193,0.0375,0.075,0.0,1.0,0.0,0.21428571428571427
2.0,0.45945945945945943,0.411764705882353,0.08849557522123895,0.11811581370639278,0.10322797579018156,0.0685,0.095,0.0,0.0,1.0,0.21428571428571427
2.0,0.6824324324324325,0.6638655462184875,0.12389380530973454,0.35806622985656095,0.2548755884330867,0.216,0.36,0.0,0.0,1.0,0.4642857142857143
1.0,0.42567567567567566,0.43697478991596644,0.07964601769911504,0.10890738445192137,0.09818426361802285,0.05,0.09,0.0,1.0,0.0,0.21428571428571427
0.0,0.5743243243243243,0.5378151260504203,0.1017699115044248,0.20984593589516556,0.12373907195696031,0.148,0.19,1.0,0.0,0.0,0.35714285714285715
1.0,0.6283783783783784,0.6134453781512605,0.12389380530973454,0.256596422879405,0.214862138533961,0.1445,0.229,0.0,1.0,0.0,0.2857142857142857
2.0,0.7364864864864865,0.7142857142857143,0.14601769911504428,0.3837435806622985,0.3227975790181573,0.2575,0.305,0.0,0.0,1.0,0.32142857142857145
1.0,0.1554054054054054,0.1428571428571429,0.026548672566371685,0.010448025500265627,0.007733691997310019,0.005,0.0105,0.0,1.0,0.0,0.07142857142857142
2.0,0.8243243243243245,0.7647058823529412,0.14601769911504428,0.5464848592172835,0.4606590450571621,0.3775,0.4055,0.0,0.0,1.0,0.32142857142857145
1.0,0.6824324324324325,0.6554621848739496,0.13274336283185842,0.3132636798299982,0.2568930733019502,0.209,0.255,0.0,1.0,0.0,0.35714285714285715
0.0,0.6824324324324325,0.638655462184874,0.12389380530973454,0.3368160085000885,0.3187626092804304,0.2165,0.2095,1.0,0.0,0.0,0.2857142857142857
1.0,0.3445945945945946,0.3445378151260505,0.07079646017699116,0.06658402691694705,0.050773369199730994,0.0385,0.065,0.0,1.0,0.0,0.21428571428571427
2.0,0.831081081081081,0.8151260504201682,0.16371681415929204,0.6049229679475827,0.5188298587760591,0.3855,0.4325,0.0,0.0,1.0,0.25
2.0,0.5270270270270271,0.5126050420168068,0.1017699115044248,0.20453338055604744,0.19771351714862137,0.1395,0.12,0.0,0.0,1.0,0.21428571428571427
0.0,0.6756756756756757,0.7142857142857143,0.13274336283185842,0.30901363555870376,0.2515131136516476,0.193,0.29,1.0,0.0,0.0,0.39285714285714285
0.0,0.7905405405405407,0.773109243697479,0.1504424778761062,0.47281742518151226,0.41291190316072623,0.3125,0.3575,1.0,0.0,0.0,0.32142857142857145
2.0,0.6216216216216216,0.5966386554621849,0.11946902654867259,0.3045865061094386,0.191324815063887,0.1525,0.32,0.0,0.0,1.0,0.4642857142857143
1.0,0.2905405405405405,0.2605042016806723,0.05309734513274337,0.036302461483973786,0.027236045729657026,0.022,0.035,0.0,1.0,0.0,0.14285714285714285
1.0,0.47297297297297297,0.45378151260504207,0.09292035398230089,0.14007437577474766,0.12138533960995292,0.081,0.1175,0.0,1.0,0.0,0.21428571428571427
2.0,0.33783783783783783,0.31092436974789917,0.06637168141592921,0.05418806445900478,0.03127101546738399,0.0355,0.06,0.0,0.0,1.0,0.2857142857142857
1.0,0.5405405405405405,0.5210084033613446,0.09292035398230089,0.1471577828935718,0.10995292535305985,0.099,0.127,0.0,1.0,0.0,0.21428571428571427
1.0,0.304054054054054,0.2773109243697479,0.057522123893805316,0.04303169824685674,0.03900470746469401,0.026,0.0315,0.0,1.0,0.0,0.14285714285714285
2.0,0.3716216216216216,0.35294117647058826,0.07964601769911504,0.07915707455285992,0.06624075319435103,0.0485,0.07,0.0,0.0,1.0,0.21428571428571427
1.0,0.5135135135135135,0.5042016806722689,0.09292035398230089,0.13104303169824685,0.09213180901143242,0.0765,0.135,0.0,1.0,0.0,0.2857142857142857
0.0,0.7027027027027027,0.7142857142857143,0.1769911504424779,0.3446077563307951,0.24008069939475452,0.2035,0.34,1.0,0.0,0.0,0.5
0.0,0.8581081081081081,0.7478991596638656,0.13274336283185842,0.46555693288471756,0.45897780766644247,0.2815,0.28,1.0,0.0,0.0,0.32142857142857145
1.0,0.5067567567567568,0.47899159663865554,0.10619469026548674,0.17372055958916238,0.16139878950907866,0.1075,0.12,0.0,1.0,0.0,0.17857142857142858
2.0,0.6824324324324325,0.6974789915966386,0.14601769911504428,0.3276075792456171,0.21553463349024882,0.1985,0.315,0.0,0.0,1.0,0.35714285714285715
1.0,0.5202702702702703,0.5126050420168068,0.12389380530973454,0.15760580839383742,0.10759919300605245,0.087,0.16,0.0,1.0,0.0,0.2857142857142857
1.0,0.43243243243243246,0.3949579831932773,0.084070796460177,0.1055427660704799,0.10558170813718896,0.068,0.078,0.0,1.0,0.0,0.21428571428571427
0.0,0.7500000000000001,0.7394957983193278,0.168141592920354,0.41207720913759516,0.3597848016139879,0.2115,0.1625,1.0,0.0,0.0,0.32142857142857145
1.0,0.7162162162162162,0.7142857142857143,0.13716814159292037,0.3532849300513547,0.285137861466039,0.1985,0.3,0.0,1.0,0.0,0.32142857142857145
2.0,0.810810810810811,0.7647058823529412,0.1504424778761062,0.5401097928103418,0.543375924680565,0.318,0.341,0.0,0.0,1.0,0.35714285714285715
1.0,0.4189189189189189,0.411764705882353,0.07964601769911504,0.08677173720559589,0.08170813718897108,0.044,0.0675,0.0,1.0,0.0,0.14285714285714285
0.0,0.6959459459459459,0.6974789915966386,0.1504424778761062,0.3180449796352045,0.23806321452589102,0.1905,0.25,1.0,0.0,0.0,0.35714285714285715
2.0,0.7162162162162162,0.73109243697479,0.13716814159292037,0.40765007968833006,0.33759246805648957,0.2505,0.295,0.0,0.0,1.0,0.5
0.0,0.8783783783783784,0.8823529411764705,0.16371681415929204,0.5386931113865769,0.5403496973772697,0.3595,0.4375,1.0,0.0,0.0,0.2857142857142857
2.0,0.6689189189189189,0.6722689075630253,0.13716814159292037,0.29396139543120237,0.24041694687289844,0.174,0.277,0.0,0.0,1.0,0.35714285714285715
1.0,0.48648648648648646,0.4705882352941177,0.09734513274336284,0.13493890561360014,0.1039004707464694,0.0675,0.135,0.0,1.0,0.0,0.39285714285714285
2.0,0.5675675675675675,0.5798319327731093,0.11946902654867259,0.2153355764122543,0.18224613315400134,0.1435,0.144,0.0,0.0,1.0,0.21428571428571427
2.0,0.7972972972972974,0.7899159663865547,0.13716814159292037,0.480077917478307,0.35743106926698043,0.3045,0.4485,0.0,0.0,1.0,0.32142857142857145
2.0,0.8243243243243245,0.8319327731092439,0.168141592920354,0.6669027802372941,0.5978480161398789,0.41,0.4895,0.0,0.0,1.0,0.32142857142857145
2.0,0.7364864864864865,0.73109243697479,0.168141592920354,0.4306711528245086,0.3661735036987222,0.2965,0.355,0.0,0.0,1.0,0.42857142857142855
0.0,0.6554054054054055,0.6302521008403361,0.12831858407079647,0.3173366389233221,0.26126429051782113,0.2325,0.245,1.0,0.0,0.0,0.2857142857142857
2.0,0.641891891891892,0.6302521008403361,0.1592920353982301,0.2920134584735258,0.2955615332885003,0.159,0.225,0.0,0.0,1.0,0.32142857142857145
1.0,0.5472972972972973,0.5042016806722689,0.09734513274336284,0.15849123428369044,0.13449899125756556,0.089,0.14,0.0,1.0,0.0,0.25
1.0,0.722972972972973,0.6218487394957983,0.13716814159292037,0.3706392774924739,0.34028244788164086,0.1955,0.274,0.0,1.0,0.0,0.35714285714285715
0.0,0.7905405405405407,0.8067226890756304,0.18141592920353983,0.5098282273773685,0.39778076664425016,0.2775,0.49,1.0,0.0,0.0,0.32142857142857145
0.0,0.6283783783783784,0.6470588235294118,0.14159292035398233,0.3855144324420046,0.26227303295225285,0.2295,0.355,1.0,0.0,0.0,0.5
2.0,0.6689189189189189,0.6134453781512605,0.12389380530973454,0.30901363555870376,0.27908540685944855,0.165,0.25,0.0,0.0,1.0,0.25
1.0,0.5540540540540541,0.5126050420168068,0.10619469026548674,0.18186647777581014,0.16509751176866172,0.1025,0.147,0.0,1.0,0.0,0.25
2.0,0.722972972972973,0.7142857142857143,0.13274336283185842,0.40641048344253583,0.378614660390047,0.274,0.264,0.0,0.0,1.0,0.25
0.0,0.7635135135135136,0.7478991596638656,0.1504424778761062,0.4471400743757747,0.37928715534633484,0.3375,0.315,1.0,0.0,0.0,0.2857142857142857
2.0,0.7972972972972974,0.8067226890756304,0.19911504424778764,0.7726226314857447,0.5060524546065904,0.391,0.885,0.0,0.0,1.0,0.9285714285714286
1.0,0.5202702702702703,0.4957983193277311,0.09292035398230089,0.13051177616433504,0.10524546065904505,0.077,0.114,0.0,1.0,0.0,0.2857142857142857
2.0,0.7364864864864865,0.6638655462184875,0.1769911504424779,0.30316982468567377,0.2874915938130464,0.1525,0.2405,0.0,0.0,1.0,0.25
2.0,0.5945945945945946,0.638655462184874,0.12831858407079647,0.31149282805029216,0.19569603227975788,0.206,0.255,0.0,0.0,1.0,0.32142857142857145
1.0,0.6013513513513513,0.546218487394958,0.11946902654867259,0.19036656631839913,0.15366509751176866,0.133,0.157,0.0,1.0,0.0,0.25
0.0,0.4797297297297297,0.45378151260504207,0.1017699115044248,0.13617850185939437,0.09852051109616676,0.1065,0.11,1.0,0.0,0.0,0.35714285714285715
0.0,0.7432432432432433,0.7058823529411765,0.14159292035398233,0.47157782893571804,0.40618695359784796,0.2875,0.319,1.0,0.0,0.0,0.32142857142857145
0.0,0.5743243243243243,0.5714285714285715,0.12389380530973454,0.2527005489640517,0.21217215870880968,0.176,0.24,1.0,0.0,0.0,0.32142857142857145
2.0,0.810810810810811,0.7899159663865547,0.15486725663716813,0.4958384983176908,0.324142568930733,0.3205,0.465,0.0,0.0,1.0,0.5357142857142857
2.0,0.6824324324324325,0.6722689075630253,0.13274336283185842,0.393837435806623,0.3197713517148621,0.2155,0.265,0.0,0.0,1.0,0.25
1.0,0.35135135135135137,0.33613445378151263,0.0752212389380531,0.06251106782362316,0.04707464694014794,0.0405,0.055,0.0,1.0,0.0,0.2857142857142857
2.0,0.5540540540540541,0.5630252100840337,0.0752212389380531,0.22720028333628473,0.19737726967047745,0.103,0.198,0.0,0.0,1.0,0.25
2.0,0.7094594594594595,0.7058823529411765,0.15486725663716813,0.3924207543828582,0.3426361802286482,0.256,0.285,0.0,0.0,1.0,0.2857142857142857
1.0,0.18243243243243246,0.1596638655462185,0.03982300884955752,0.013458473525765893,0.008406186953597848,0.008,0.0105,0.0,1.0,0.0,0.10714285714285714
1.0,0.48648648648648646,0.4621848739495799,0.09292035398230089,0.11793872852842217,0.1042367182246133,0.0555,0.105,0.0,1.0,0.0,0.25
0.0,0.43243243243243246,0.40336134453781514,0.084070796460177,0.07880290419691871,0.05178211163416274,0.054,0.08,1.0,0.0,0.0,0.32142857142857145
2.0,0.6283783783783784,0.6218487394957983,0.10619469026548674,0.28864884009208425,0.19737726967047745,0.153,0.195,0.0,0.0,1.0,0.32142857142857145
